equipment_id,check_out_time,check_in_time,duration_minutes
EQ0005,2022-04-12 02:35:40.169221,2022-04-12 04:50:40.169221,135
EQ0005,2022-01-27 02:35:40.169221,2022-01-27 04:31:40.169221,116
EQ0005,2021-11-25 02:35:40.169221,2021-11-25 05:36:40.169221,181
EQ0005,2021-01-12 02:35:40.169221,2021-01-12 05:44:40.169221,189
EQ0005,2021-08-03 02:35:40.169221,2021-08-03 03:46:40.169221,71
EQ0005,2021-06-26 02:35:40.169221,2021-06-26 03:48:40.169221,73
EQ0005,2021-09-19 02:35:40.169221,2021-09-19 04:14:40.169221,99
EQ0005,2021-03-16 02:35:40.169221,2021-03-16 03:31:40.169221,56
EQ0005,2022-08-18 02:35:40.169221,2022-08-18 04:13:40.169221,98
EQ0005,2021-06-07 02:35:40.169221,2021-06-07 04:27:40.169221,112
EQ0005,2021-12-03 02:35:40.169221,2021-12-03 04:03:40.169221,88
EQ0005,2022-01-17 02:35:40.169221,2022-01-17 03:51:40.169221,76
EQ0005,2020-10-30 02:35:40.169221,2020-10-30 06:32:40.169221,237
EQ0005,2022-08-08 02:35:40.169221,2022-08-08 04:24:40.169221,109
EQ0005,2022-01-03 02:35:40.169221,2022-01-03 06:21:40.169221,226
EQ0005,2022-07-26 02:35:40.169221,2022-07-26 03:30:40.169221,55
EQ0005,2021-07-25 02:35:40.169221,2021-07-25 04:41:40.169221,126
EQ0005,2022-09-30 02:35:40.169221,2022-09-30 04:32:40.169221,117
EQ0005,2021-02-28 02:35:40.169221,2021-02-28 05:57:40.169221,202
EQ0005,2022-08-20 02:35:40.169221,2022-08-20 04:24:40.169221,109
EQ0005,2021-03-27 02:35:40.169221,2021-03-27 05:31:40.169221,176
EQ0005,2021-07-27 02:35:40.169221,2021-07-27 05:22:40.169221,167
EQ0005,2021-02-01 02:35:40.169221,2021-02-01 04:18:40.169221,103
EQ0005,2020-12-10 02:35:40.169221,2020-12-10 04:18:40.169221,103
EQ0005,2021-02-16 02:35:40.169221,2021-02-16 06:15:40.169221,220
EQ0005,2022-02-07 02:35:40.169221,2022-02-07 05:19:40.169221,164
EQ0005,2020-12-30 02:35:40.169221,2020-12-30 04:24:40.169221,109
EQ0005,2021-12-27 02:35:40.169221,2021-12-27 04:31:40.169221,116
EQ0005,2022-09-26 02:35:40.169221,2022-09-26 03:44:40.169221,69
EQ0005,2021-04-17 02:35:40.169221,2021-04-17 03:11:40.169221,36
EQ0005,2020-12-30 02:35:40.169221,2020-12-30 04:32:40.169221,117
EQ0005,2021-01-19 02:35:40.169221,2021-01-19 03:41:40.169221,66
EQ0005,2021-06-06 02:35:40.169221,2021-06-06 04:45:40.169221,130
EQ0005,2021-03-26 02:35:40.169221,2021-03-26 04:51:40.169221,136
EQ0005,2021-02-10 02:35:40.169221,2021-02-10 06:06:40.169221,211
EQ0005,2021-03-28 02:35:40.169221,2021-03-28 05:18:40.169221,163
EQ0005,2021-05-27 02:35:40.169221,2021-05-27 03:12:40.169221,37
EQ0005,2021-04-21 02:35:40.169221,2021-04-21 06:19:40.169221,224
EQ0005,2021-06-25 02:35:40.169221,2021-06-25 03:27:40.169221,52
EQ0005,2022-03-22 02:35:40.169221,2022-03-22 06:15:40.169221,220
EQ0005,2022-04-17 02:35:40.169221,2022-04-17 03:18:40.169221,43
EQ0005,2020-12-09 02:35:40.169221,2020-12-09 04:51:40.169221,136
EQ0005,2020-11-18 02:35:40.169221,2020-11-18 06:24:40.169221,229
EQ0005,2021-04-13 02:35:40.169221,2021-04-13 04:39:40.169221,124
EQ0005,2021-10-11 02:35:40.169221,2021-10-11 03:12:40.169221,37
EQ0005,2022-02-26 02:35:40.169221,2022-02-26 05:46:40.169221,191
EQ0005,2020-10-16 02:35:40.169221,2020-10-16 03:32:40.169221,57
EQ0005,2022-03-09 02:35:40.169221,2022-03-09 05:55:40.169221,200
EQ0005,2021-09-12 02:35:40.169221,2021-09-12 05:52:40.169221,197
EQ0005,2021-04-19 02:35:40.169221,2021-04-19 05:20:40.169221,165
EQ0005,2021-03-30 02:35:40.169221,2021-03-30 04:10:40.169221,95
EQ0005,2022-03-10 02:35:40.169221,2022-03-10 05:36:40.169221,181
EQ0005,2022-03-12 02:35:40.169221,2022-03-12 06:08:40.169221,213
EQ0005,2021-05-09 02:35:40.169221,2021-05-09 03:25:40.169221,50
EQ0005,2021-01-29 02:35:40.169221,2021-01-29 03:43:40.169221,68
EQ0005,2022-02-01 02:35:40.169221,2022-02-01 05:36:40.169221,181
EQ0005,2021-07-23 02:35:40.169221,2021-07-23 04:28:40.169221,113
EQ0005,2022-01-29 02:35:40.169221,2022-01-29 03:49:40.169221,74
EQ0005,2021-07-18 02:35:40.169221,2021-07-18 03:57:40.169221,82
EQ0005,2022-05-15 02:35:40.169221,2022-05-15 06:30:40.169221,235
EQ0005,2021-12-28 02:35:40.169221,2021-12-28 04:52:40.169221,137
EQ0005,2021-11-14 02:35:40.169221,2021-11-14 04:50:40.169221,135
EQ0005,2021-03-13 02:35:40.169221,2021-03-13 03:59:40.169221,84
EQ0005,2021-03-13 02:35:40.169221,2021-03-13 04:37:40.169221,122
EQ0005,2020-12-16 02:35:40.169221,2020-12-16 04:44:40.169221,129
EQ0005,2021-07-18 02:35:40.169221,2021-07-18 03:23:40.169221,48
EQ0005,2021-02-28 02:35:40.169221,2021-02-28 03:19:40.169221,44
EQ0005,2020-12-17 02:35:40.169221,2020-12-17 04:51:40.169221,136
EQ0005,2022-01-08 02:35:40.169221,2022-01-08 05:42:40.169221,187
EQ0005,2022-03-08 02:35:40.169221,2022-03-08 06:12:40.169221,217
EQ0005,2021-09-02 02:35:40.169221,2021-09-02 03:52:40.169221,77
EQ0005,2022-01-13 02:35:40.169221,2022-01-13 03:25:40.169221,50
EQ0005,2021-12-12 02:35:40.169221,2021-12-12 06:04:40.169221,209
EQ0005,2021-06-25 02:35:40.169221,2021-06-25 06:22:40.169221,227
EQ0005,2021-03-20 02:35:40.169221,2021-03-20 04:57:40.169221,142
EQ0005,2022-01-11 02:35:40.169221,2022-01-11 05:15:40.169221,160
EQ0005,2021-07-27 02:35:40.169221,2021-07-27 04:11:40.169221,96
EQ0005,2022-08-26 02:35:40.169221,2022-08-26 03:24:40.169221,49
EQ0005,2022-09-04 02:35:40.169221,2022-09-04 04:32:40.169221,117
EQ0005,2021-01-16 02:35:40.169221,2021-01-16 04:36:40.169221,121
EQ0005,2022-03-21 02:35:40.169221,2022-03-21 05:54:40.169221,199
EQ0005,2021-06-10 02:35:40.169221,2021-06-10 03:11:40.169221,36
EQ0005,2022-07-20 02:35:40.169221,2022-07-20 03:49:40.169221,74
EQ0005,2022-08-27 02:35:40.169221,2022-08-27 03:30:40.169221,55
EQ0005,2021-12-24 02:35:40.169221,2021-12-24 03:52:40.169221,77
EQ0005,2022-05-07 02:35:40.169221,2022-05-07 05:34:40.169221,179
EQ0005,2022-04-04 02:35:40.169221,2022-04-04 04:29:40.169221,114
EQ0005,2021-03-25 02:35:40.169221,2021-03-25 04:58:40.169221,143
EQ0005,2022-02-19 02:35:40.169221,2022-02-19 04:42:40.169221,127
EQ0005,2021-03-28 02:35:40.169221,2021-03-28 03:46:40.169221,71
EQ0005,2021-06-19 02:35:40.169221,2021-06-19 03:24:40.169221,49
EQ0005,2021-01-12 02:35:40.169221,2021-01-12 05:36:40.169221,181
EQ0005,2022-03-17 02:35:40.169221,2022-03-17 04:48:40.169221,133
EQ0005,2022-06-17 02:35:40.169221,2022-06-17 03:54:40.169221,79
EQ0005,2022-02-27 02:35:40.169221,2022-02-27 05:34:40.169221,179
EQ0005,2021-06-18 02:35:40.169221,2021-06-18 05:14:40.169221,159
EQ0005,2022-01-01 02:35:40.169221,2022-01-01 03:58:40.169221,83
EQ0005,2022-03-07 02:35:40.169221,2022-03-07 05:00:40.169221,145
EQ0005,2022-09-11 02:35:40.169221,2022-09-11 04:46:40.169221,131
EQ0005,2021-07-10 02:35:40.169221,2021-07-10 04:13:40.169221,98
EQ0005,2022-08-25 02:35:40.169221,2022-08-25 04:37:40.169221,122
EQ0005,2021-12-16 02:35:40.169221,2021-12-16 04:48:40.169221,133
EQ0005,2022-03-05 02:35:40.169221,2022-03-05 03:43:40.169221,68
EQ0005,2022-01-12 02:35:40.169221,2022-01-12 03:50:40.169221,75
EQ0005,2021-05-17 02:35:40.169221,2021-05-17 05:15:40.169221,160
EQ0005,2022-03-29 02:35:40.169221,2022-03-29 04:08:40.169221,93
EQ0005,2021-09-28 02:35:40.169221,2021-09-28 04:13:40.169221,98
EQ0005,2021-11-28 02:35:40.169221,2021-11-28 06:12:40.169221,217
EQ0005,2021-06-14 02:35:40.169221,2021-06-14 05:24:40.169221,169
EQ0005,2022-06-10 02:35:40.169221,2022-06-10 05:34:40.169221,179
EQ0005,2021-03-04 02:35:40.169221,2021-03-04 04:09:40.169221,94
EQ0005,2020-11-07 02:35:40.169221,2020-11-07 03:37:40.169221,62
EQ0005,2021-11-30 02:35:40.169221,2021-11-30 03:46:40.169221,71
EQ0005,2020-12-29 02:35:40.169221,2020-12-29 05:42:40.169221,187
EQ0005,2022-04-07 02:35:40.169221,2022-04-07 05:12:40.169221,157
EQ0005,2021-03-30 02:35:40.169221,2021-03-30 04:27:40.169221,112
EQ0005,2022-01-25 02:35:40.169221,2022-01-25 05:42:40.169221,187
EQ0005,2022-01-02 02:35:40.169221,2022-01-02 03:17:40.169221,42
EQ0005,2022-03-23 02:35:40.169221,2022-03-23 04:41:40.169221,126
EQ0005,2022-10-09 02:35:40.169221,2022-10-09 05:28:40.169221,173
EQ0005,2022-04-19 02:35:40.169221,2022-04-19 03:56:40.169221,81
EQ0005,2021-10-31 02:35:40.169221,2021-10-31 06:31:40.169221,236
EQ0005,2021-03-05 02:35:40.169221,2021-03-05 04:37:40.169221,122
EQ0005,2021-02-27 02:35:40.169221,2021-02-27 04:09:40.169221,94
EQ0005,2021-02-03 02:35:40.169221,2021-02-03 04:59:40.169221,144
EQ0005,2022-05-16 02:35:40.169221,2022-05-16 04:01:40.169221,86
EQ0005,2021-02-27 02:35:40.169221,2021-02-27 03:43:40.169221,68
EQ0005,2021-06-07 02:35:40.169221,2021-06-07 05:03:40.169221,148
EQ0005,2021-10-29 02:35:40.169221,2021-10-29 04:31:40.169221,116
EQ0005,2022-07-15 02:35:40.169221,2022-07-15 03:27:40.169221,52
EQ0005,2022-04-11 02:35:40.169221,2022-04-11 04:58:40.169221,143
EQ0005,2022-04-19 02:35:40.169221,2022-04-19 05:59:40.169221,204
EQ0005,2021-02-27 02:35:40.169221,2021-02-27 03:41:40.169221,66
EQ0005,2022-08-10 02:35:40.169221,2022-08-10 06:13:40.169221,218
EQ0005,2022-03-27 02:35:40.169221,2022-03-27 03:25:40.169221,50
EQ0005,2020-10-28 02:35:40.169221,2020-10-28 03:51:40.169221,76
EQ0005,2022-03-15 02:35:40.169221,2022-03-15 06:23:40.169221,228
EQ0005,2022-07-26 02:35:40.169221,2022-07-26 03:30:40.169221,55
EQ0005,2021-12-17 02:35:40.169221,2021-12-17 03:56:40.169221,81
EQ0005,2021-01-18 02:35:40.169221,2021-01-18 05:42:40.169221,187
EQ0005,2022-07-26 02:35:40.169221,2022-07-26 03:34:40.169221,59
EQ0005,2022-01-26 02:35:40.169221,2022-01-26 04:15:40.169221,100
EQ0005,2021-04-29 02:35:40.169221,2021-04-29 04:02:40.169221,87
EQ0005,2022-10-04 02:35:40.169221,2022-10-04 04:39:40.169221,124
EQ0005,2021-01-23 02:35:40.169221,2021-01-23 05:43:40.169221,188
EQ0005,2021-10-01 02:35:40.169221,2021-10-01 05:42:40.169221,187
EQ0005,2020-11-09 02:35:40.169221,2020-11-09 04:11:40.169221,96
EQ0005,2022-08-04 02:35:40.169221,2022-08-04 03:08:40.169221,33
EQ0005,2022-07-05 02:35:40.169221,2022-07-05 04:31:40.169221,116
EQ0005,2022-02-01 02:35:40.169221,2022-02-01 05:50:40.169221,195
EQ0005,2021-10-13 02:35:40.169221,2021-10-13 03:44:40.169221,69
EQ0005,2021-09-13 02:35:40.169221,2021-09-13 05:14:40.169221,159
EQ0005,2021-11-10 02:35:40.169221,2021-11-10 06:32:40.169221,237
EQ0005,2021-05-02 02:35:40.169221,2021-05-02 05:00:40.169221,145
EQ0005,2022-05-10 02:35:40.169221,2022-05-10 04:07:40.169221,92
EQ0005,2022-06-20 02:35:40.169221,2022-06-20 04:59:40.169221,144
EQ0005,2021-09-07 02:35:40.169221,2021-09-07 06:08:40.169221,213
EQ0005,2021-05-17 02:35:40.169221,2021-05-17 05:37:40.169221,182
EQ0005,2022-05-17 02:35:40.169221,2022-05-17 03:24:40.169221,49
EQ0005,2021-10-02 02:35:40.169221,2021-10-02 04:24:40.169221,109
EQ0005,2021-09-22 02:35:40.169221,2021-09-22 03:36:40.169221,61
EQ0005,2020-11-19 02:35:40.169221,2020-11-19 05:56:40.169221,201
EQ0005,2020-12-31 02:35:40.169221,2020-12-31 06:12:40.169221,217
EQ0005,2021-04-22 02:35:40.169221,2021-04-22 06:16:40.169221,221
EQ0005,2020-10-29 02:35:40.169221,2020-10-29 05:05:40.169221,150
EQ0005,2022-04-25 02:35:40.169221,2022-04-25 04:01:40.169221,86
EQ0005,2022-07-09 02:35:40.169221,2022-07-09 04:34:40.169221,119
EQ0005,2021-06-17 02:35:40.169221,2021-06-17 04:17:40.169221,102
EQ0005,2021-02-13 02:35:40.169221,2021-02-13 03:28:40.169221,53
EQ0005,2021-12-24 02:35:40.169221,2021-12-24 06:21:40.169221,226
EQ0005,2022-03-04 02:35:40.169221,2022-03-04 03:10:40.169221,35
EQ0005,2020-10-18 02:35:40.169221,2020-10-18 04:19:40.169221,104
EQ0005,2022-03-19 02:35:40.169221,2022-03-19 04:48:40.169221,133
EQ0005,2022-06-22 02:35:40.169221,2022-06-22 05:27:40.169221,172
EQ0005,2022-04-27 02:35:40.169221,2022-04-27 06:25:40.169221,230
EQ0005,2021-05-19 02:35:40.169221,2021-05-19 05:13:40.169221,158
EQ0005,2021-07-19 02:35:40.169221,2021-07-19 03:17:40.169221,42
EQ0005,2021-01-22 02:35:40.169221,2021-01-22 05:14:40.169221,159
EQ0005,2022-07-18 02:35:40.169221,2022-07-18 04:06:40.169221,91
EQ0005,2020-10-27 02:35:40.169221,2020-10-27 04:58:40.169221,143
EQ0005,2020-10-31 02:35:40.169221,2020-10-31 04:48:40.169221,133
EQ0005,2022-02-06 02:35:40.169221,2022-02-06 05:53:40.169221,198
EQ0005,2022-02-02 02:35:40.169221,2022-02-02 04:56:40.169221,141
EQ0005,2022-09-27 02:35:40.169221,2022-09-27 04:27:40.169221,112
EQ0005,2021-01-12 02:35:40.169221,2021-01-12 06:25:40.169221,230
EQ0005,2022-04-08 02:35:40.169221,2022-04-08 03:58:40.169221,83
EQ0005,2022-10-03 02:35:40.169221,2022-10-03 05:30:40.169221,175
EQ0005,2022-10-06 02:35:40.169221,2022-10-06 03:34:40.169221,59
EQ0005,2021-06-16 02:35:40.169221,2021-06-16 04:26:40.169221,111
EQ0005,2021-09-13 02:35:40.169221,2021-09-13 03:20:40.169221,45
EQ0005,2020-11-26 02:35:40.169221,2020-11-26 05:54:40.169221,199
EQ0005,2021-04-27 02:35:40.169221,2021-04-27 04:39:40.169221,124
EQ0005,2022-03-23 02:35:40.169221,2022-03-23 06:04:40.169221,209
EQ0005,2021-08-14 02:35:40.169221,2021-08-14 03:11:40.169221,36
EQ0005,2021-10-31 02:35:40.169221,2021-10-31 05:07:40.169221,152
EQ0005,2022-06-11 02:35:40.169221,2022-06-11 04:14:40.169221,99
EQ0005,2021-03-18 02:35:40.169221,2021-03-18 06:13:40.169221,218
EQ0005,2021-05-30 02:35:40.169221,2021-05-30 04:02:40.169221,87
EQ0005,2020-11-06 02:35:40.169221,2020-11-06 06:12:40.169221,217
EQ0005,2021-07-21 02:35:40.169221,2021-07-21 04:39:40.169221,124
EQ0005,2021-08-18 02:35:40.169221,2021-08-18 05:04:40.169221,149
EQ0005,2021-08-19 02:35:40.169221,2021-08-19 05:38:40.169221,183
EQ0005,2021-09-11 02:35:40.169221,2021-09-11 04:29:40.169221,114
EQ0005,2022-07-17 02:35:40.169221,2022-07-17 04:37:40.169221,122
EQ0005,2021-05-31 02:35:40.169221,2021-05-31 03:42:40.169221,67
EQ0005,2020-10-25 02:35:40.169221,2020-10-25 03:46:40.169221,71
EQ0005,2022-03-11 02:35:40.169221,2022-03-11 04:49:40.169221,134
EQ0005,2022-02-20 02:35:40.169221,2022-02-20 05:12:40.169221,157
EQ0005,2021-07-12 02:35:40.169221,2021-07-12 03:29:40.169221,54
EQ0005,2021-04-20 02:35:40.169221,2021-04-20 05:22:40.169221,167
EQ0005,2020-12-16 02:35:40.169221,2020-12-16 04:37:40.169221,122
EQ0005,2022-06-06 02:35:40.169221,2022-06-06 03:59:40.169221,84
EQ0005,2021-03-11 02:35:40.169221,2021-03-11 03:41:40.169221,66
EQ0005,2022-08-03 02:35:40.169221,2022-08-03 06:17:40.169221,222
EQ0005,2022-02-13 02:35:40.169221,2022-02-13 03:24:40.169221,49
EQ0005,2022-05-19 02:35:40.169221,2022-05-19 05:32:40.169221,177
EQ0005,2022-01-07 02:35:40.169221,2022-01-07 06:12:40.169221,217
EQ0005,2021-03-01 02:35:40.169221,2021-03-01 06:28:40.169221,233
EQ0005,2021-10-02 02:35:40.169221,2021-10-02 03:22:40.169221,47
EQ0005,2022-04-04 02:35:40.169221,2022-04-04 04:30:40.169221,115
EQ0005,2021-09-29 02:35:40.169221,2021-09-29 05:06:40.169221,151
EQ0005,2022-03-11 02:35:40.169221,2022-03-11 03:28:40.169221,53
EQ0005,2022-03-20 02:35:40.169221,2022-03-20 04:49:40.169221,134
EQ0005,2021-07-13 02:35:40.169221,2021-07-13 05:11:40.169221,156
EQ0005,2021-03-19 02:35:40.169221,2021-03-19 04:14:40.169221,99
EQ0005,2021-02-04 02:35:40.169221,2021-02-04 05:55:40.169221,200
EQ0005,2022-06-27 02:35:40.169221,2022-06-27 04:37:40.169221,122
EQ0005,2021-05-09 02:35:40.169221,2021-05-09 04:57:40.169221,142
EQ0005,2021-01-06 02:35:40.169221,2021-01-06 04:36:40.169221,121
EQ0005,2022-05-17 02:35:40.169221,2022-05-17 06:32:40.169221,237
EQ0005,2021-07-14 02:35:40.169221,2021-07-14 04:35:40.169221,120
EQ0005,2021-05-26 02:35:40.169221,2021-05-26 05:08:40.169221,153
EQ0005,2021-07-22 02:35:40.169221,2021-07-22 06:15:40.169221,220
EQ0005,2021-10-23 02:35:40.169221,2021-10-23 03:36:40.169221,61
EQ0005,2022-07-13 02:35:40.169221,2022-07-13 06:25:40.169221,230
EQ0005,2022-01-12 02:35:40.169221,2022-01-12 05:03:40.169221,148
EQ0005,2021-06-25 02:35:40.169221,2021-06-25 05:29:40.169221,174
EQ0005,2020-12-05 02:35:40.169221,2020-12-05 05:14:40.169221,159
EQ0005,2020-11-21 02:35:40.169221,2020-11-21 04:48:40.169221,133
EQ0005,2021-09-22 02:35:40.169221,2021-09-22 06:27:40.169221,232
EQ0005,2022-05-01 02:35:40.169221,2022-05-01 05:26:40.169221,171
EQ0005,2021-05-13 02:35:40.169221,2021-05-13 06:21:40.169221,226
EQ0005,2021-10-02 02:35:40.169221,2021-10-02 04:48:40.169221,133
EQ0005,2021-06-24 02:35:40.169221,2021-06-24 04:09:40.169221,94
EQ0005,2021-08-23 02:35:40.169221,2021-08-23 03:11:40.169221,36
EQ0005,2021-11-20 02:35:40.169221,2021-11-20 03:40:40.169221,65
EQ0005,2022-09-14 02:35:40.169221,2022-09-14 06:07:40.169221,212
EQ0005,2022-07-07 02:35:40.169221,2022-07-07 03:17:40.169221,42
EQ0005,2022-05-29 02:35:40.169221,2022-05-29 03:52:40.169221,77
EQ0005,2021-05-15 02:35:40.169221,2021-05-15 05:15:40.169221,160
EQ0005,2022-01-18 02:35:40.169221,2022-01-18 06:17:40.169221,222
EQ0005,2021-03-14 02:35:40.169221,2021-03-14 05:20:40.169221,165
EQ0005,2022-01-21 02:35:40.169221,2022-01-21 04:16:40.169221,101
EQ0005,2021-03-14 02:35:40.169221,2021-03-14 03:21:40.169221,46
EQ0005,2022-01-16 02:35:40.169221,2022-01-16 04:12:40.169221,97
EQ0005,2021-09-12 02:35:40.169221,2021-09-12 03:56:40.169221,81
EQ0005,2022-04-17 02:35:40.169221,2022-04-17 05:01:40.169221,146
EQ0005,2022-10-06 02:35:40.169221,2022-10-06 05:00:40.169221,145
EQ0005,2020-10-23 02:35:40.169221,2020-10-23 06:09:40.169221,214
EQ0005,2021-01-08 02:35:40.169221,2021-01-08 03:27:40.169221,52
EQ0005,2021-02-28 02:35:40.169221,2021-02-28 03:38:40.169221,63
EQ0005,2021-07-20 02:35:40.169221,2021-07-20 05:13:40.169221,158
EQ0005,2021-06-30 02:35:40.169221,2021-06-30 05:17:40.169221,162
EQ0005,2022-05-25 02:35:40.169221,2022-05-25 04:24:40.169221,109
EQ0005,2022-01-05 02:35:40.169221,2022-01-05 03:33:40.169221,58
EQ0005,2022-05-09 02:35:40.169221,2022-05-09 05:44:40.169221,189
EQ0005,2021-01-18 02:35:40.169221,2021-01-18 05:45:40.169221,190
EQ0005,2022-06-04 02:35:40.169221,2022-06-04 04:19:40.169221,104
EQ0005,2021-11-17 02:35:40.169221,2021-11-17 03:14:40.169221,39
EQ0005,2022-09-05 02:35:40.169221,2022-09-05 04:06:40.169221,91
EQ0005,2022-01-07 02:35:40.169221,2022-01-07 05:25:40.169221,170
EQ0005,2021-12-14 02:35:40.169221,2021-12-14 03:52:40.169221,77
EQ0005,2021-12-25 02:35:40.169221,2021-12-25 03:08:40.169221,33
EQ0005,2021-02-19 02:35:40.169221,2021-02-19 05:41:40.169221,186
EQ0005,2021-07-03 02:35:40.169221,2021-07-03 04:05:40.169221,90
EQ0005,2022-06-10 02:35:40.169221,2022-06-10 05:53:40.169221,198
EQ0005,2022-03-29 02:35:40.169221,2022-03-29 04:10:40.169221,95
EQ0005,2020-12-31 02:35:40.169221,2020-12-31 04:12:40.169221,97
EQ0005,2020-11-03 02:35:40.169221,2020-11-03 05:27:40.169221,172
EQ0005,2020-11-29 02:35:40.169221,2020-11-29 05:37:40.169221,182
EQ0005,2022-03-09 02:35:40.169221,2022-03-09 06:13:40.169221,218
EQ0005,2021-04-24 02:35:40.169221,2021-04-24 06:02:40.169221,207
EQ0005,2020-10-22 02:35:40.169221,2020-10-22 06:18:40.169221,223
EQ0005,2022-08-27 02:35:40.169221,2022-08-27 05:25:40.169221,170
EQ0005,2021-03-23 02:35:40.169221,2021-03-23 06:22:40.169221,227
EQ0005,2022-04-20 02:35:40.169221,2022-04-20 04:48:40.169221,133
EQ0005,2021-07-28 02:35:40.169221,2021-07-28 05:16:40.169221,161
EQ0005,2021-10-22 02:35:40.169221,2021-10-22 03:55:40.169221,80
EQ0005,2021-04-03 02:35:40.169221,2021-04-03 06:23:40.169221,228
EQ0005,2021-01-27 02:35:40.169221,2021-01-27 04:52:40.169221,137
EQ0005,2022-01-22 02:35:40.169221,2022-01-22 06:27:40.169221,232
EQ0005,2022-07-26 02:35:40.169221,2022-07-26 03:20:40.169221,45
EQ0005,2022-10-04 02:35:40.169221,2022-10-04 06:27:40.169221,232
EQ0005,2021-03-03 02:35:40.169221,2021-03-03 06:07:40.169221,212
EQ0005,2021-05-21 02:35:40.169221,2021-05-21 03:11:40.169221,36
EQ0005,2022-05-12 02:35:40.169221,2022-05-12 06:03:40.169221,208
EQ0005,2021-03-07 02:35:40.169221,2021-03-07 04:27:40.169221,112
EQ0005,2021-07-02 02:35:40.169221,2021-07-02 06:33:40.169221,238
EQ0005,2022-01-23 02:35:40.169221,2022-01-23 03:24:40.169221,49
EQ0005,2020-10-24 02:35:40.169221,2020-10-24 04:57:40.169221,142
EQ0005,2021-05-19 02:35:40.169221,2021-05-19 05:50:40.169221,195
EQ0005,2022-06-30 02:35:40.169221,2022-06-30 05:36:40.169221,181
EQ0005,2022-04-12 02:35:40.169221,2022-04-12 03:21:40.169221,46
EQ0005,2022-09-11 02:35:40.169221,2022-09-11 05:43:40.169221,188
EQ0005,2020-11-26 02:35:40.169221,2020-11-26 03:28:40.169221,53
EQ0005,2021-02-24 02:35:40.169221,2021-02-24 03:23:40.169221,48
EQ0005,2022-01-31 02:35:40.169221,2022-01-31 03:24:40.169221,49
EQ0005,2021-10-28 02:35:40.169221,2021-10-28 05:03:40.169221,148
EQ0005,2022-09-13 02:35:40.169221,2022-09-13 05:28:40.169221,173
EQ0005,2021-09-10 02:35:40.169221,2021-09-10 03:50:40.169221,75
EQ0005,2022-04-04 02:35:40.169221,2022-04-04 03:07:40.169221,32
EQ0005,2021-02-28 02:35:40.169221,2021-02-28 03:05:40.169221,30
EQ0005,2021-05-07 02:35:40.169221,2021-05-07 03:06:40.169221,31
EQ0005,2021-08-22 02:35:40.169221,2021-08-22 03:37:40.169221,62
EQ0005,2022-05-04 02:35:40.169221,2022-05-04 06:01:40.169221,206
EQ0005,2021-01-14 02:35:40.169221,2021-01-14 05:38:40.169221,183
EQ0005,2020-12-09 02:35:40.169221,2020-12-09 05:28:40.169221,173
EQ0005,2022-07-12 02:35:40.169221,2022-07-12 04:01:40.169221,86
EQ0005,2021-02-22 02:35:40.169221,2021-02-22 04:50:40.169221,135
EQ0005,2021-04-30 02:35:40.169221,2021-04-30 04:47:40.169221,132
EQ0005,2022-06-01 02:35:40.169221,2022-06-01 04:56:40.169221,141
EQ0005,2021-03-14 02:35:40.169221,2021-03-14 05:26:40.169221,171
EQ0005,2021-10-25 02:35:40.169221,2021-10-25 06:13:40.169221,218
EQ0005,2020-11-03 02:35:40.169221,2020-11-03 06:32:40.169221,237
EQ0005,2022-05-14 02:35:40.169221,2022-05-14 04:53:40.169221,138
EQ0005,2022-01-21 02:35:40.169221,2022-01-21 04:29:40.169221,114
EQ0005,2020-10-31 02:35:40.169221,2020-10-31 05:30:40.169221,175
EQ0005,2022-05-19 02:35:40.169221,2022-05-19 04:17:40.169221,102
EQ0005,2021-04-04 02:35:40.169221,2021-04-04 03:40:40.169221,65
EQ0005,2022-08-04 02:35:40.169221,2022-08-04 05:01:40.169221,146
EQ0005,2021-08-14 02:35:40.169221,2021-08-14 05:58:40.169221,203
EQ0005,2021-01-29 02:35:40.169221,2021-01-29 05:27:40.169221,172
EQ0005,2021-03-24 02:35:40.169221,2021-03-24 03:26:40.169221,51
EQ0005,2021-02-24 02:35:40.169221,2021-02-24 06:25:40.169221,230
EQ0005,2021-09-12 02:35:40.169221,2021-09-12 05:20:40.169221,165
EQ0005,2021-07-02 02:35:40.169221,2021-07-02 05:25:40.169221,170
EQ0005,2022-03-28 02:35:40.169221,2022-03-28 03:16:40.169221,41
EQ0005,2021-03-07 02:35:40.169221,2021-03-07 04:45:40.169221,130
EQ0005,2022-09-17 02:35:40.169221,2022-09-17 05:18:40.169221,163
EQ0005,2022-08-30 02:35:40.169221,2022-08-30 03:07:40.169221,32
EQ0005,2021-07-18 02:35:40.169221,2021-07-18 06:13:40.169221,218
EQ0005,2021-08-21 02:35:40.169221,2021-08-21 03:53:40.169221,78
EQ0005,2021-03-01 02:35:40.169221,2021-03-01 05:03:40.169221,148
EQ0005,2021-05-10 02:35:40.169221,2021-05-10 06:06:40.169221,211
EQ0005,2021-06-20 02:35:40.169221,2021-06-20 04:20:40.169221,105
EQ0005,2022-07-28 02:35:40.169221,2022-07-28 06:31:40.169221,236
EQ0005,2022-05-09 02:35:40.169221,2022-05-09 03:24:40.169221,49
EQ0005,2021-03-06 02:35:40.169221,2021-03-06 03:32:40.169221,57
EQ0005,2021-04-21 02:35:40.169221,2021-04-21 06:23:40.169221,228
