equipment_id,maintenance_date,maintenance_type,days_since_last,usage_since_last
EQ0013,2024-03-09 06:12:40.169325,preventive,17,1038
EQ0013,2024-03-15 03:28:40.169325,preventive,3,837
EQ0013,2024-03-27 03:40:40.169325,routine,5,1111
EQ0013,2024-04-10 05:08:40.169325,routine,10,1078
EQ0013,2024-04-15 04:23:40.169325,routine,3,1021
EQ0013,2024-05-07 05:49:40.169325,preventive,15,1145
EQ0013,2024-05-11 03:55:40.169325,routine,2,864
EQ0013,2024-05-28 06:10:40.169325,preventive,11,1035
EQ0013,2024-06-03 04:50:40.169325,routine,1,901
EQ0013,2024-06-17 06:23:40.169325,routine,8,1127
EQ0013,2024-06-28 04:29:40.169325,routine,5,994
EQ0013,2024-07-13 03:42:40.169325,routine,11,957
EQ0013,2024-07-17 05:10:40.169325,routine,1,1105
EQ0013,2024-08-02 05:48:40.169325,routine,10,1077
EQ0013,2024-08-19 06:15:40.169325,routine,11,987
EQ0013,2024-08-23 05:12:40.169325,routine,-2,1075
EQ0013,2024-09-04 04:23:40.169325,routine,8,1113
EQ0013,2024-09-15 05:36:40.169325,routine,9,1185
EQ0013,2024-09-23 06:23:40.169325,routine,3,946
EQ0013,2024-09-26 05:58:40.169325,preventive,-2,1075
EQ0013,2024-10-07 04:13:40.169325,routine,9,1065
EQ0013,2024-10-18 06:31:40.169325,preventive,8,1246
EQ0013,2024-11-09 06:16:40.169325,preventive,15,1109
EQ0013,2024-11-17 03:16:40.169325,routine,6,1013
EQ0013,2024-12-02 04:34:40.169325,routine,9,1263
EQ0013,2024-12-08 03:54:40.169325,routine,2,1055
EQ0013,2024-12-14 05:44:40.169325,routine,4,1015
EQ0013,2024-12-27 05:41:40.169325,routine,8,1014
EQ0013,2025-01-03 04:12:40.169325,preventive,4,1074
EQ0013,2025-01-27 04:52:40.169325,preventive,20,995
EQ0013,2025-02-12 05:50:40.169325,routine,14,1363
EQ0013,2025-03-01 05:46:40.169325,corrective,14,1201
EQ0013,2025-03-22 05:06:40.169325,routine,14,1130
EQ0013,2025-04-02 05:39:40.169325,routine,6,1153
EQ0013,2025-04-09 06:22:40.169325,corrective,3,1059
EQ0013,2025-04-22 03:27:40.169325,routine,10,1006
EQ0013,2025-04-28 06:00:40.169325,corrective,3,910
EQ0014,2022-02-28 05:55:40.169338,routine,5,1168
EQ0014,2022-03-12 03:41:40.169338,routine,5,933
EQ0014,2022-03-15 04:58:40.169338,routine,-1,951
EQ0014,2022-03-21 04:26:40.169338,routine,1,906
EQ0014,2022-04-01 04:02:40.169338,routine,5,955
EQ0014,2022-04-07 06:13:40.169338,corrective,3,1173
EQ0014,2022-04-20 06:28:40.169338,routine,10,1189
EQ0014,2022-05-01 06:12:40.169338,preventive,4,1103
EQ0014,2022-05-01 05:16:40.169338,routine,-3,1240
EQ0014,2022-05-06 04:09:40.169338,routine,0,936
EQ0014,2022-05-09 04:04:40.169338,corrective,1,858
EQ0014,2022-05-20 05:02:40.169338,routine,8,1205
EQ0014,2022-06-02 05:24:40.169338,routine,9,1082
EQ0014,2022-06-07 05:18:40.169338,routine,3,1127
EQ0014,2022-06-16 05:14:40.169338,routine,2,1186
EQ0014,2022-06-20 03:07:40.169338,routine,-3,1130
EQ0014,2022-06-21 05:36:40.169338,corrective,-1,1084
EQ0014,2022-06-30 05:38:40.169338,routine,4,1010
EQ0014,2022-07-07 06:29:40.169338,preventive,2,1061
EQ0014,2022-07-15 05:30:40.169338,routine,3,1193
EQ0014,2022-07-17 06:03:40.169338,corrective,0,984
EQ0014,2022-08-02 06:04:40.169338,corrective,12,1117
EQ0014,2022-08-09 05:07:40.169338,routine,2,1264
EQ0014,2022-08-14 06:14:40.169338,corrective,0,1213
EQ0014,2022-08-21 05:11:40.169338,routine,3,1216
EQ0014,2022-08-31 04:44:40.169338,routine,6,1285
EQ0014,2022-09-11 04:15:40.169338,routine,6,1198
EQ0014,2022-09-17 06:08:40.169338,routine,3,959
EQ0014,2022-09-21 06:26:40.169338,routine,0,987
EQ0014,2022-09-24 05:51:40.169338,routine,1,1087
EQ0014,2022-10-06 05:58:40.169338,routine,9,1099
EQ0014,2022-10-16 05:07:40.169338,routine,3,1061
EQ0014,2022-10-16 03:38:40.169338,preventive,-4,1072
EQ0014,2022-10-24 03:28:40.169338,routine,4,1051
EQ0014,2022-11-01 03:57:40.169338,routine,1,852
EQ0014,2022-11-05 04:30:40.169338,routine,2,908
EQ0014,2022-11-13 05:37:40.169338,preventive,4,986
EQ0014,2022-11-22 06:34:40.169338,routine,2,1086
EQ0014,2022-11-26 04:16:40.169338,routine,-1,975
EQ0014,2022-12-07 05:51:40.169338,routine,4,1083
EQ0014,2022-12-08 05:51:40.169338,routine,-2,952
EQ0014,2022-12-18 04:30:40.169338,routine,4,1295
EQ0014,2022-12-23 05:53:40.169338,preventive,-1,880
EQ0014,2022-12-29 03:24:40.169338,routine,0,1127
EQ0014,2023-01-08 06:06:40.169338,routine,3,1129
EQ0014,2023-01-18 04:56:40.169338,preventive,3,1139
EQ0014,2023-01-21 05:06:40.169338,routine,-1,1209
EQ0014,2023-01-25 04:58:40.169338,routine,-2,975
EQ0014,2023-02-03 05:11:40.169338,routine,2,1189
EQ0014,2023-02-08 03:21:40.169338,corrective,2,1077
EQ0014,2023-02-20 04:37:40.169338,routine,5,1042
EQ0014,2023-02-22 05:29:40.169338,routine,-4,1062
EQ0014,2023-03-02 04:13:40.169338,routine,6,1142
EQ0014,2023-03-06 06:11:40.169338,routine,2,1099
EQ0014,2023-03-16 06:06:40.169338,routine,3,1110
EQ0014,2023-03-18 06:32:40.169338,routine,-2,934
EQ0014,2023-03-22 06:20:40.169338,routine,2,1304
EQ0014,2023-04-02 05:12:40.169338,preventive,4,1229
EQ0014,2023-04-03 05:33:40.169338,routine,-1,962
EQ0014,2023-04-16 04:28:40.169338,routine,9,1022
EQ0014,2023-04-23 05:56:40.169338,preventive,0,1171
EQ0014,2023-04-27 04:34:40.169338,routine,-3,1140
EQ0014,2023-04-28 04:50:40.169338,routine,-1,1018
EQ0014,2023-05-07 05:13:40.169338,routine,2,1031
EQ0014,2023-05-09 06:21:40.169338,routine,-3,1129
EQ0014,2023-05-13 03:55:40.169338,routine,-2,931
EQ0014,2023-05-17 04:41:40.169338,routine,-1,963
EQ0014,2023-05-25 04:34:40.169338,preventive,4,1030
EQ0014,2023-06-03 06:28:40.169338,corrective,6,1242
EQ0014,2023-06-09 05:10:40.169338,preventive,1,1076
EQ0014,2023-06-15 05:05:40.169338,routine,2,1172
EQ0014,2023-06-17 05:05:40.169338,preventive,0,854
EQ0014,2023-07-01 04:19:40.169338,corrective,9,1139
EQ0014,2023-07-07 04:40:40.169338,corrective,3,1302
EQ0014,2023-07-16 06:31:40.169338,routine,2,979
EQ0014,2023-07-17 06:25:40.169338,routine,-6,884
EQ0014,2023-07-17 06:10:40.169338,routine,-2,1198
EQ0014,2023-07-23 06:12:40.169338,routine,4,878
EQ0014,2023-07-27 06:30:40.169338,routine,0,1224
EQ0014,2023-08-04 05:05:40.169338,routine,1,1125
EQ0014,2023-08-15 05:40:40.169338,preventive,4,961
EQ0014,2023-08-17 06:32:40.169338,routine,-2,1106
EQ0014,2023-08-21 06:03:40.169338,routine,2,1194
EQ0014,2023-08-29 05:08:40.169338,preventive,5,992
EQ0014,2023-09-06 06:29:40.169338,routine,2,1058
EQ0014,2023-09-08 04:52:40.169338,routine,-1,1096
EQ0014,2023-09-14 05:32:40.169338,routine,1,941
EQ0014,2023-09-18 06:17:40.169338,routine,1,1120
EQ0014,2023-09-25 05:52:40.169338,routine,4,1002
EQ0014,2023-10-05 05:16:40.169338,routine,4,1185
EQ0014,2023-10-08 04:54:40.169338,preventive,-1,1166
EQ0014,2023-10-17 03:10:40.169338,routine,4,835
EQ0014,2023-10-25 03:12:40.169338,routine,4,846
EQ0014,2023-11-07 04:06:40.169338,routine,6,1174
EQ0014,2023-11-19 06:15:40.169338,routine,5,1073
EQ0014,2023-11-18 05:13:40.169338,routine,-3,1051
EQ0014,2023-12-01 05:59:40.169338,routine,6,1052
EQ0014,2023-12-12 04:05:40.169338,preventive,4,1107
EQ0014,2023-12-20 04:20:40.169338,routine,6,1186
EQ0014,2023-12-29 06:32:40.169338,routine,6,1132
EQ0014,2024-01-02 03:57:40.169338,routine,2,878
EQ0014,2024-01-11 06:20:40.169338,routine,7,1148
EQ0014,2024-01-22 06:07:40.169338,routine,5,1279
EQ0014,2024-01-24 06:11:40.169338,preventive,-1,1003
EQ0014,2024-02-01 05:44:40.169338,routine,4,1366
EQ0014,2024-02-04 06:04:40.169338,routine,1,939
EQ0014,2024-02-14 03:28:40.169338,corrective,4,1152
EQ0014,2024-02-20 06:16:40.169338,preventive,1,1083
EQ0015,2022-01-21 04:59:40.169350,routine,8,1135
EQ0015,2022-01-29 03:50:40.169350,routine,6,1233
EQ0015,2022-02-13 05:54:40.169350,routine,10,1050
EQ0015,2022-02-17 06:10:40.169350,routine,-1,1268
EQ0015,2022-02-26 05:22:40.169350,routine,3,1060
EQ0015,2022-03-07 06:29:40.169350,routine,3,1105
EQ0015,2022-03-12 05:32:40.169350,routine,-2,867
EQ0015,2022-03-15 06:00:40.169350,preventive,0,1007
EQ0015,2022-03-24 05:25:40.169350,routine,4,1070
EQ0015,2022-03-30 06:06:40.169350,routine,3,1163
EQ0015,2022-04-08 03:51:40.169350,preventive,5,987
EQ0015,2022-04-16 05:07:40.169350,routine,6,969
EQ0015,2022-04-27 04:01:40.169350,routine,6,1009
EQ0015,2022-05-03 03:22:40.169350,corrective,2,971
EQ0015,2022-05-15 04:42:40.169350,routine,9,1034
EQ0015,2022-05-22 03:51:40.169350,routine,1,1022
EQ0015,2022-05-27 04:53:40.169350,routine,0,904
EQ0015,2022-05-29 06:33:40.169350,corrective,-2,927
EQ0015,2022-06-03 06:12:40.169350,routine,3,1075
EQ0015,2022-06-07 06:24:40.169350,routine,2,985
EQ0015,2022-06-21 05:57:40.169350,preventive,9,1068
EQ0015,2022-06-24 03:57:40.169350,routine,0,1095
EQ0015,2022-06-29 03:46:40.169350,routine,3,1077
EQ0015,2022-07-11 05:14:40.169350,routine,5,1144
EQ0015,2022-07-18 06:21:40.169350,routine,4,1027
EQ0015,2022-07-31 04:25:40.169350,preventive,7,1192
EQ0015,2022-08-09 06:21:40.169350,routine,5,1002
EQ0015,2022-08-16 04:41:40.169350,routine,4,1165
EQ0015,2022-08-31 03:50:40.169350,corrective,11,1098
EQ0015,2022-09-05 06:03:40.169350,routine,0,1035
EQ0015,2022-09-17 05:44:40.169350,routine,7,1226
EQ0015,2022-09-29 05:57:40.169350,routine,8,1073
EQ0015,2022-10-08 03:42:40.169350,corrective,4,939
EQ0015,2022-10-15 06:26:40.169350,routine,0,1173
EQ0015,2022-10-23 03:47:40.169350,routine,4,903
EQ0015,2022-10-29 04:15:40.169350,routine,2,968
EQ0015,2022-11-03 03:34:40.169350,preventive,-1,1028
EQ0015,2022-11-08 06:18:40.169350,routine,2,1044
EQ0015,2022-11-14 06:27:40.169350,routine,4,1212
EQ0015,2022-11-25 04:37:40.169350,preventive,7,1063
EQ0015,2022-12-04 03:37:40.169350,preventive,2,1074
EQ0015,2022-12-11 05:59:40.169350,corrective,0,1119
EQ0015,2022-12-16 05:25:40.169350,routine,3,1083
EQ0015,2022-12-25 05:29:40.169350,routine,5,826
EQ0015,2023-01-03 03:19:40.169350,corrective,7,950
EQ0015,2023-01-09 06:18:40.169350,preventive,3,1055
EQ0015,2023-01-19 03:56:40.169350,routine,3,1111
EQ0015,2023-01-25 05:43:40.169350,routine,4,1245
EQ0015,2023-02-02 03:32:40.169350,routine,3,854
EQ0015,2023-02-10 06:11:40.169350,routine,2,1090
EQ0015,2023-02-15 05:19:40.169350,routine,3,1112
EQ0015,2023-02-27 05:28:40.169350,routine,9,1233
EQ0015,2023-03-13 04:26:40.169350,corrective,8,915
EQ0015,2023-03-16 06:33:40.169350,routine,1,1091
EQ0015,2023-04-01 06:01:40.169350,corrective,9,1084
EQ0015,2023-04-05 05:53:40.169350,corrective,-1,1193
EQ0015,2023-04-15 04:18:40.169350,routine,6,1027
EQ0015,2023-04-25 04:52:40.169350,routine,5,930
EQ0015,2023-05-02 06:18:40.169350,routine,0,1078
EQ0015,2023-05-08 03:30:40.169350,routine,3,1220
EQ0015,2023-05-19 06:30:40.169350,preventive,5,1055
EQ0015,2023-05-26 03:44:40.169350,routine,0,875
EQ0015,2023-06-02 06:10:40.169350,routine,3,1118
EQ0015,2023-06-07 06:29:40.169350,routine,3,1104
EQ0015,2023-06-18 04:34:40.169350,preventive,4,922
EQ0015,2023-06-23 05:31:40.169350,corrective,-2,958
EQ0015,2023-06-24 06:25:40.169350,corrective,-2,998
EQ0015,2023-07-01 04:14:40.169350,corrective,2,1126
EQ0015,2023-07-09 05:41:40.169350,preventive,2,931
EQ0015,2023-07-14 03:28:40.169350,preventive,3,906
EQ0015,2023-07-29 04:06:40.169350,corrective,9,995
EQ0015,2023-08-04 06:34:40.169350,preventive,1,1306
EQ0015,2023-08-07 03:38:40.169350,corrective,-2,941
EQ0015,2023-08-19 05:39:40.169350,routine,5,1235
EQ0015,2023-08-31 05:25:40.169350,routine,6,1252
EQ0015,2023-09-10 06:03:40.169350,preventive,6,1114
EQ0015,2023-09-21 04:26:40.169350,routine,5,1069
EQ0015,2023-09-24 05:00:40.169350,routine,1,939
EQ0015,2023-10-08 05:01:40.169350,routine,7,1136
EQ0015,2023-10-16 05:46:40.169350,routine,3,1217
EQ0015,2023-10-24 03:36:40.169350,routine,2,1022
EQ0015,2023-11-06 04:26:40.169350,preventive,7,1171
EQ0015,2023-11-18 03:13:40.169350,preventive,5,1047
EQ0015,2023-11-19 05:30:40.169350,routine,-1,1200
EQ0015,2023-11-28 05:36:40.169350,corrective,7,1026
EQ0015,2023-12-04 04:50:40.169350,routine,4,1116
EQ0015,2023-12-10 03:30:40.169350,preventive,3,933
EQ0015,2023-12-22 03:50:40.169350,routine,7,882
EQ0015,2023-12-28 05:44:40.169350,corrective,-1,928
EQ0015,2023-12-31 05:00:40.169350,preventive,-3,926
EQ0015,2024-01-10 05:32:40.169350,routine,7,1250
EQ0016,2023-01-18 05:01:40.169362,routine,19,1184
EQ0016,2023-02-10 04:40:40.169362,routine,16,1054
EQ0016,2023-02-16 04:59:40.169362,routine,3,1195
EQ0016,2023-03-05 05:48:40.169362,routine,13,1062
EQ0016,2023-03-19 05:44:40.169362,routine,8,1264
EQ0016,2023-04-01 05:51:40.169362,routine,11,1206
EQ0016,2023-04-23 05:58:40.169362,routine,16,959
EQ0016,2023-04-25 06:18:40.169362,routine,-1,1021
EQ0016,2023-05-02 06:27:40.169362,routine,1,1105
EQ0016,2023-05-15 06:00:40.169362,routine,9,1054
EQ0016,2023-05-30 04:08:40.169362,corrective,8,881
EQ0016,2023-06-14 06:27:40.169362,routine,10,1096
EQ0016,2023-07-01 06:33:40.169362,routine,12,1298
EQ0016,2023-07-15 05:30:40.169362,routine,9,981
EQ0016,2023-08-03 04:41:40.169362,corrective,13,969
EQ0016,2023-08-13 04:53:40.169362,preventive,5,1005
EQ0016,2023-08-27 05:24:40.169362,routine,8,846
EQ0016,2023-09-14 06:06:40.169362,routine,12,940
EQ0016,2023-10-05 05:52:40.169362,routine,15,1080
EQ0016,2023-10-17 06:07:40.169362,routine,6,1002
EQ0016,2023-11-01 06:03:40.169362,routine,10,928
EQ0016,2023-11-08 04:28:40.169362,routine,5,855
EQ0016,2023-12-11 05:12:40.169362,corrective,27,1151
EQ0016,2024-01-04 05:22:40.169362,corrective,22,1010
EQ0016,2024-01-29 03:44:40.169362,routine,19,950
EQ0016,2024-02-09 05:50:40.169362,preventive,8,837
EQ0016,2024-02-25 06:31:40.169362,routine,12,1060
EQ0016,2024-03-05 06:24:40.169362,preventive,7,1080
EQ0016,2024-03-21 04:47:40.169362,preventive,13,1241
EQ0016,2024-04-01 03:54:40.169362,routine,9,854
EQ0016,2024-04-22 06:09:40.169362,routine,19,1068
EQ0016,2024-05-07 05:38:40.169362,routine,13,984
EQ0016,2024-05-30 05:02:40.169362,preventive,17,1097
EQ0016,2024-06-15 05:01:40.169362,routine,12,898
EQ0016,2024-07-24 06:10:40.169362,routine,36,1267
EQ0016,2024-08-09 04:38:40.169362,routine,10,1006
EQ0016,2024-08-21 06:21:40.169362,routine,6,1293
EQ0016,2024-09-02 05:41:40.169362,routine,10,1126
EQ0016,2024-09-30 04:14:40.169362,routine,24,1083
EQ0016,2024-10-19 06:02:40.169362,routine,12,1030
EQ0016,2024-11-07 05:23:40.169362,preventive,14,1172
EQ0016,2024-12-01 04:45:40.169362,routine,17,1106
EQ0016,2024-12-08 04:44:40.169362,routine,5,999
EQ0017,2024-02-18 05:22:40.169374,routine,11,1135
EQ0017,2024-02-25 04:40:40.169374,routine,4,961
EQ0017,2024-03-11 03:58:40.169374,routine,13,950
EQ0017,2024-03-19 06:22:40.169374,routine,1,924
EQ0017,2024-04-01 04:52:40.169374,routine,7,1015
EQ0017,2024-04-13 04:44:40.169374,routine,7,1157
EQ0017,2024-05-09 04:42:40.169374,routine,19,1203
EQ0017,2024-05-21 03:42:40.169374,routine,7,901
EQ0017,2024-05-26 06:09:40.169374,routine,1,926
EQ0017,2024-06-06 05:27:40.169374,preventive,7,940
EQ0017,2024-06-26 04:28:40.169374,routine,13,1160
EQ0017,2024-07-06 05:03:40.169374,routine,5,938
EQ0017,2024-07-21 06:25:40.169374,routine,9,1033
EQ0017,2024-08-01 05:54:40.169374,routine,9,966
EQ0017,2024-08-24 04:22:40.169374,routine,19,1179
EQ0017,2024-09-14 06:17:40.169374,routine,14,1096
EQ0017,2024-09-30 04:36:40.169374,routine,9,1126
EQ0017,2024-10-08 06:01:40.169374,routine,4,925
EQ0017,2024-10-21 06:10:40.169374,routine,7,1016
EQ0017,2024-11-03 06:26:40.169374,routine,8,1069
EQ0017,2024-11-14 06:00:40.169374,preventive,8,1134
EQ0017,2024-11-27 04:35:40.169374,corrective,8,1061
EQ0017,2024-12-03 05:13:40.169374,routine,3,981
EQ0017,2024-12-18 05:17:40.169374,routine,10,1155
EQ0017,2025-01-10 06:03:40.169374,preventive,19,1095
EQ0017,2025-01-26 04:55:40.169374,routine,12,1073
EQ0017,2025-02-07 06:01:40.169374,routine,7,1095
EQ0017,2025-02-26 05:54:40.169374,corrective,13,1056
EQ0017,2025-03-13 05:18:40.169374,preventive,12,1036
EQ0017,2025-04-05 05:38:40.169374,routine,17,1074
EQ0017,2025-04-13 04:55:40.169374,routine,5,1024
EQ0017,2025-05-05 05:49:40.169374,routine,15,1004
EQ0017,2025-05-27 04:46:40.169374,preventive,16,1145
EQ0017,2025-06-07 03:27:40.169374,routine,8,1008
EQ0017,2025-06-17 05:32:40.169374,routine,7,1012
EQ0017,2025-06-30 06:08:40.169374,routine,11,1162
EQ0017,2025-07-15 05:53:40.169374,routine,12,1024
EQ0017,2025-08-02 03:37:40.169374,preventive,11,873
EQ0017,2025-08-17 03:50:40.169374,corrective,8,907
EQ0017,2025-08-31 03:31:40.169374,routine,12,1045
EQ0017,2025-09-30 03:32:40.169374,routine,23,946
EQ0017,2025-10-18 04:55:40.169374,routine,13,1039
EQ0017,2025-11-13 06:34:40.169374,corrective,20,1363
EQ0017,2025-11-22 05:55:40.169374,routine,3,912
EQ0017,2025-12-13 04:01:40.169374,routine,18,1015
EQ0017,2026-01-22 04:40:40.169374,routine,38,1089
EQ0018,2023-10-08 04:34:40.169386,preventive,11,918
EQ0018,2023-10-17 05:36:40.169386,routine,4,1232
EQ0018,2023-10-18 04:10:40.169386,routine,-4,836
EQ0018,2023-10-19 05:32:40.169386,routine,-2,1102
EQ0018,2023-10-24 05:44:40.169386,routine,2,1009
EQ0018,2023-10-30 03:58:40.169386,routine,2,986
EQ0018,2023-11-05 05:13:40.169386,routine,-1,891
EQ0018,2023-11-07 05:22:40.169386,routine,-1,1223
EQ0018,2023-11-19 06:25:40.169386,routine,6,1005
EQ0018,2023-11-19 06:20:40.169386,corrective,-3,1032
EQ0018,2023-11-28 03:40:40.169386,routine,3,1190
EQ0018,2023-12-07 03:08:40.169386,routine,2,1008
EQ0018,2023-12-13 06:08:40.169386,routine,1,1010
EQ0018,2023-12-17 06:24:40.169386,routine,1,1034
EQ0018,2023-12-28 05:54:40.169386,routine,6,1230
EQ0018,2024-01-02 06:24:40.169386,corrective,1,1023
EQ0018,2024-01-04 04:46:40.169386,routine,0,1141
EQ0018,2024-01-15 06:26:40.169386,corrective,7,1084
EQ0018,2024-01-22 04:55:40.169386,routine,3,1120
EQ0018,2024-01-28 03:27:40.169386,routine,1,1038
EQ0018,2024-02-02 06:28:40.169386,routine,0,861
EQ0018,2024-02-12 05:28:40.169386,preventive,3,1134
EQ0018,2024-02-15 03:29:40.169386,corrective,1,1006
EQ0018,2024-03-03 04:02:40.169386,routine,11,1227
EQ0018,2024-03-17 05:30:40.169386,routine,7,1182
EQ0018,2024-03-17 05:06:40.169386,preventive,-3,1120
EQ0018,2024-04-01 05:44:40.169386,routine,10,1118
EQ0018,2024-04-08 06:23:40.169386,routine,0,889
EQ0018,2024-04-16 04:18:40.169386,routine,1,1135
EQ0018,2024-04-24 05:53:40.169386,routine,2,1283
EQ0018,2024-05-03 06:32:40.169386,routine,7,1227
EQ0018,2024-05-14 06:26:40.169386,routine,7,1000
EQ0018,2024-05-22 06:07:40.169386,routine,1,1158
EQ0018,2024-05-22 05:55:40.169386,preventive,-3,923
EQ0018,2024-05-28 04:27:40.169386,routine,0,1227
EQ0018,2024-06-06 03:43:40.169386,routine,5,1020
EQ0018,2024-06-12 04:36:40.169386,routine,3,949
EQ0018,2024-06-20 06:18:40.169386,routine,5,1091
EQ0018,2024-06-26 06:08:40.169386,preventive,3,1035
EQ0018,2024-07-02 06:03:40.169386,routine,4,917
EQ0018,2024-07-11 03:15:40.169386,routine,5,956
EQ0018,2024-07-25 06:16:40.169386,preventive,7,1220
EQ0018,2024-07-30 06:34:40.169386,preventive,-1,831
EQ0018,2024-08-04 06:07:40.169386,routine,2,1223
EQ0018,2024-08-18 05:53:40.169386,preventive,7,994
EQ0018,2024-08-21 05:15:40.169386,routine,0,1244
EQ0018,2024-08-26 04:15:40.169386,routine,3,922
EQ0018,2024-09-06 04:15:40.169386,routine,7,1123
EQ0018,2024-09-13 05:43:40.169386,preventive,3,903
EQ0018,2024-09-20 05:51:40.169386,preventive,3,1119
EQ0018,2024-09-22 04:24:40.169386,routine,-1,954
EQ0018,2024-09-26 04:32:40.169386,corrective,2,1011
EQ0018,2024-10-07 05:28:40.169386,preventive,6,1208
EQ0018,2024-10-13 05:09:40.169386,routine,2,1079
EQ0018,2024-10-20 03:55:40.169386,routine,3,1043
EQ0018,2024-10-28 03:22:40.169386,routine,4,1014
EQ0018,2024-11-05 04:14:40.169386,routine,2,1074
EQ0018,2024-11-17 04:17:40.169386,routine,6,1125
EQ0018,2024-11-29 03:21:40.169386,routine,5,1108
EQ0018,2024-12-04 04:22:40.169386,routine,1,913
EQ0018,2024-12-09 05:55:40.169386,preventive,3,1246
EQ0018,2024-12-11 06:29:40.169386,corrective,0,1121
EQ0018,2024-12-20 06:12:40.169386,corrective,2,988
EQ0018,2024-12-25 03:52:40.169386,routine,0,1016
EQ0018,2025-01-01 04:22:40.169386,corrective,2,1225
EQ0018,2025-01-10 06:04:40.169386,routine,3,1002
EQ0018,2025-01-21 06:16:40.169386,routine,5,1147
EQ0018,2025-01-21 04:39:40.169386,preventive,-4,908
EQ0018,2025-01-31 03:06:40.169386,corrective,6,1010
EQ0018,2025-02-10 06:13:40.169386,routine,5,1130
EQ0018,2025-02-16 03:45:40.169386,routine,3,979
EQ0018,2025-03-07 06:08:40.169386,routine,15,1312
EQ0018,2025-03-11 05:31:40.169386,routine,1,1076
EQ0018,2025-03-26 05:21:40.169386,routine,8,877
EQ0018,2025-03-31 05:54:40.169386,routine,-2,1178
EQ0018,2025-04-04 05:58:40.169386,routine,1,1222
EQ0018,2025-04-11 05:27:40.169386,routine,4,966
EQ0018,2025-04-21 06:19:40.169386,routine,3,1092
EQ0018,2025-04-22 04:52:40.169386,routine,-2,1150
EQ0018,2025-04-28 04:37:40.169386,routine,1,1058
EQ0018,2025-05-08 05:25:40.169386,routine,5,1201
EQ0018,2025-05-15 05:53:40.169386,preventive,1,909
EQ0018,2025-05-21 05:36:40.169386,preventive,0,1009
EQ0018,2025-05-31 05:42:40.169386,routine,3,1175
EQ0018,2025-06-05 05:30:40.169386,routine,0,1034
EQ0018,2025-06-12 05:35:40.169386,routine,1,1022
EQ0018,2025-06-18 05:30:40.169386,routine,1,897
EQ0018,2025-06-21 06:18:40.169386,routine,-2,987
EQ0018,2025-07-01 04:56:40.169386,routine,5,1120
EQ0018,2025-07-04 04:48:40.169386,routine,0,967
EQ0018,2025-07-08 05:06:40.169386,corrective,1,868
EQ0018,2025-07-13 05:43:40.169386,preventive,3,885
EQ0018,2025-07-23 03:32:40.169386,preventive,3,1057
EQ0018,2025-07-25 06:13:40.169386,routine,0,980
EQ0018,2025-08-01 04:05:40.169386,preventive,5,982
EQ0018,2025-08-11 06:09:40.169386,routine,5,1045
EQ0018,2025-08-18 05:07:40.169386,routine,4,1024
EQ0018,2025-08-26 05:49:40.169386,routine,2,1134
EQ0018,2025-08-29 03:20:40.169386,routine,0,1036
EQ0018,2025-09-05 06:08:40.169386,corrective,2,1089
EQ0018,2025-09-10 05:02:40.169386,routine,-1,979
EQ0018,2025-09-24 03:28:40.169386,routine,8,1025
EQ0019,2021-06-04 05:56:40.169398,routine,9,956
EQ0019,2021-06-09 05:59:40.169398,routine,3,905
EQ0019,2021-06-24 05:00:40.169398,routine,8,1195
EQ0019,2021-06-24 06:27:40.169398,routine,-2,1140
EQ0019,2021-07-04 06:34:40.169398,routine,5,955
EQ0019,2021-07-10 05:44:40.169398,corrective,2,982
EQ0019,2021-07-14 05:14:40.169398,routine,2,973
EQ0019,2021-07-25 06:30:40.169398,routine,6,1249
EQ0019,2021-08-02 03:35:40.169398,routine,2,1029
EQ0019,2021-08-06 06:28:40.169398,preventive,-1,1073
EQ0019,2021-08-10 06:24:40.169398,routine,-1,1105
EQ0019,2021-08-16 03:41:40.169398,routine,4,1182
EQ0019,2021-08-25 06:07:40.169398,routine,3,934
EQ0019,2021-09-06 04:56:40.169398,routine,7,1243
EQ0019,2021-09-14 04:55:40.169398,corrective,2,1145
EQ0019,2021-09-28 06:07:40.169398,routine,8,1153
EQ0019,2021-10-04 05:07:40.169398,preventive,1,1147
EQ0019,2021-10-07 04:26:40.169398,routine,0,1041
EQ0019,2021-10-13 04:32:40.169398,preventive,2,1189
EQ0019,2021-10-18 06:25:40.169398,routine,2,1196
EQ0019,2021-11-04 03:21:40.169398,corrective,12,1030
EQ0019,2021-11-09 06:18:40.169398,routine,2,996
EQ0019,2021-11-24 04:29:40.169398,routine,12,1151
EQ0019,2021-12-03 04:11:40.169398,routine,6,1280
EQ0019,2021-12-08 06:20:40.169398,routine,3,1331
EQ0019,2021-12-17 05:56:40.169398,routine,5,1026
EQ0019,2021-12-22 04:03:40.169398,routine,2,1160
EQ0019,2021-12-28 06:31:40.169398,routine,4,1033
EQ0019,2022-01-06 05:36:40.169398,routine,4,1124
EQ0019,2022-01-08 05:06:40.169398,routine,-1,997
EQ0019,2022-01-27 04:50:40.169398,routine,12,1223
EQ0019,2022-02-01 03:39:40.169398,routine,-2,1030
EQ0019,2022-02-13 06:05:40.169398,preventive,6,1190
EQ0019,2022-02-17 05:48:40.169398,routine,0,1186
EQ0019,2022-02-22 04:05:40.169398,routine,2,939
EQ0019,2022-02-28 04:06:40.169398,preventive,4,1063
