equipment_id,days_since_maintenance,total_usage_hours,avg_daily_usage,procedure_count,needs_maintenance_soon
EQ0601,86,3442,5.817678994564634,128,1
EQ0602,145,986,5.5102964101654255,159,1
EQ0603,71,2944,7.333859412507007,88,1
EQ0604,45,2304,8.95745150366912,92,1
EQ0605,132,1198,1.2543625541087804,326,1
EQ0606,36,1923,7.449216658233443,240,1
EQ0607,70,3301,2.280413468927031,322,1
EQ0608,159,3255,8.652682004993057,467,1
EQ0609,19,3193,8.281103381685732,403,1
EQ0610,108,3630,5.637540672362672,116,1
EQ0611,167,3878,7.247306586921459,93,1
EQ0612,91,2996,3.48632607524561,162,1
EQ0613,90,3553,4.976095039861739,98,1
EQ0614,19,3611,8.30555052824948,112,1
EQ0615,39,1088,4.863019373145532,358,1
EQ0616,126,4216,3.899083520591697,90,1
EQ0617,173,4126,5.195018248877849,345,1
EQ0618,141,4279,8.368367898153576,205,1
EQ0619,126,1782,3.6844764500232907,16,1
EQ0620,58,4765,2.1507351347895662,273,1
EQ0621,148,4063,7.264133193142417,172,1
EQ0622,61,1033,8.346793020726778,115,1
EQ0623,127,3698,1.4560560459735665,348,1
EQ0624,105,3333,2.778804071181475,467,1
EQ0625,167,2080,1.848733902729442,180,1
EQ0626,1,1955,3.805443410030583,90,1
EQ0627,131,3156,4.77833429960142,81,1
EQ0628,92,892,7.613850201151411,323,1
EQ0629,113,891,6.685902056375904,448,1
EQ0630,153,1909,6.398821391045096,113,1
EQ0631,56,2355,3.847561992791717,256,1
EQ0632,161,3710,8.493751754305219,57,1
EQ0633,166,1707,4.977228090282563,153,1
EQ0634,117,1084,9.801496911143968,364,1
EQ0635,134,3776,6.5243503138095,403,1
EQ0636,58,3480,1.699515044862776,115,1
EQ0637,44,619,6.923686839716623,342,1
EQ0638,173,690,3.5884881466011405,265,1
EQ0639,160,1150,7.020108368517926,314,1
EQ0640,173,3733,1.1615909075428545,202,1
EQ0641,61,4544,2.161373653171614,40,1
EQ0642,47,1059,8.62950395960497,104,1
EQ0643,149,792,2.6582057917233914,388,1
EQ0644,80,3999,8.45189068980793,377,1
EQ0645,118,4573,3.153122840316899,192,1
EQ0646,164,3046,6.607378145557723,400,1
EQ0647,147,626,7.094430448343394,277,1
EQ0648,20,3324,5.370220154878003,353,1
EQ0649,146,2353,3.4004514286189473,236,1
EQ0650,47,3444,2.520121575525413,424,1
EQ0651,49,4065,0.8152988683430491,220,1
EQ0652,14,1975,3.387490811786876,67,1
EQ0653,143,1863,6.705046510047189,196,1
EQ0654,159,620,9.413895775260585,255,1
EQ0655,1,1116,8.776442581498994,138,1
EQ0656,117,216,7.777615377085374,311,1
EQ0657,54,2533,7.990249760906337,434,1
EQ0658,118,683,6.817356583021955,148,1
EQ0659,3,494,2.9727251468770284,98,1
EQ0660,144,3888,9.118352791705384,75,1
EQ0661,12,2868,6.871956963105424,281,1
EQ0662,74,4267,5.824185994314179,370,1
EQ0663,16,3960,1.5543999575280703,402,1
EQ0664,102,373,4.747027666161042,108,1
EQ0665,152,2113,4.8734035764182995,187,1
EQ0666,156,4533,8.713354290465364,198,1
EQ0667,117,1489,5.693158091783991,302,1
EQ0668,8,3666,4.113805215218892,326,1
EQ0669,122,4802,9.779603120851263,153,1
EQ0670,92,265,1.5518456365999989,39,1
EQ0671,164,1667,4.514210068963473,132,1
EQ0672,90,828,0.8992344141283503,404,1
EQ0673,136,2143,7.529089147285839,461,1
EQ0674,60,4297,9.22172724589193,131,1
EQ0675,178,3596,3.1603546307296497,278,1
EQ0676,28,878,8.654245929591648,361,1
EQ0677,101,313,3.2760731893880286,83,1
EQ0678,41,3862,9.152316535617194,398,1
EQ0679,155,1676,7.662638084169448,241,1
EQ0680,145,2548,8.146614379993668,115,1
EQ0681,161,3036,0.6710622782043177,108,1
EQ0682,157,3217,9.646698392203247,220,1
EQ0683,141,691,7.403374424668071,391,1
EQ0684,46,2820,3.3951354061682664,40,1
EQ0685,35,813,8.379249316159047,367,1
EQ0686,134,1035,3.1744513849418343,146,1
EQ0687,82,4437,8.791161475878216,111,1
EQ0688,115,101,1.5695137089134017,102,1
EQ0689,47,2948,7.1850167858775595,45,1
EQ0690,153,4144,5.636635528126648,411,1
EQ0691,10,2049,1.4170774668566877,493,1
EQ0692,56,1017,2.7979913684589706,474,1
EQ0693,30,3274,0.6178383446344905,323,1
EQ0694,109,2341,4.953295671912805,377,1
EQ0695,5,189,3.3620199772200037,270,1
EQ0696,119,1809,6.1843961008287085,482,1
EQ0697,33,2269,3.3237591732318634,420,1
EQ0698,118,4338,3.3492315593163546,384,1
EQ0699,65,3141,7.560335387950232,194,1
EQ0700,146,205,0.9573569417943577,366,1
EQ0701,177,986,9.077502454323879,279,1
EQ0702,11,527,8.596506806716224,282,1
EQ0703,85,1995,6.844144490650862,39,1
EQ0704,26,416,6.135604916020151,446,1
EQ0705,63,734,8.976873732326696,188,1
EQ0706,86,2025,2.260636705522787,163,1
EQ0707,59,2156,1.2502070408128718,481,1
EQ0708,27,3244,2.775346614140612,476,1
EQ0709,177,2370,8.048493647651807,23,1
EQ0710,161,1539,0.8293675339015916,23,1
EQ0711,98,652,6.036664933293151,489,1
EQ0712,105,815,9.956656403817444,3,1
EQ0713,99,4011,8.629112891456625,322,1
EQ0714,129,1813,5.4537340459141,289,1
EQ0715,149,3489,1.1045886382231023,440,1
EQ0716,55,1207,8.398048386664243,432,1
EQ0717,6,4306,6.1902958276835,470,1
EQ0718,95,350,1.5918634720658849,180,1
EQ0719,133,2530,1.3916442058218839,247,1
EQ0720,102,2154,9.141454784647628,115,1
EQ0721,3,558,6.857402497911745,278,1
EQ0722,23,307,8.378224593509177,364,1
EQ0723,53,999,8.85029955268154,68,1
EQ0724,165,3561,5.931837344459061,350,1
EQ0725,83,3485,5.415740341672892,253,1
EQ0726,145,121,4.589060398049407,180,1
EQ0727,85,509,3.510992584015633,317,1
EQ0728,78,994,4.6286616281577615,168,1
EQ0729,110,614,7.851856729436486,312,1
EQ0730,1,4209,6.21827259464375,248,1
EQ0731,51,2234,8.978971254571038,187,1
EQ0732,173,3695,4.712110136602283,53,1
EQ0733,4,3056,6.267350997828164,325,1
EQ0734,113,1660,6.497421754373892,356,1
EQ0735,32,1366,6.121123041910092,312,1
EQ0736,34,2269,7.175020844312405,137,1
EQ0737,92,3738,2.7556179495606594,167,1
EQ0738,95,849,5.367455886685011,390,1
EQ0739,72,3527,1.4901356266793029,102,1
EQ0740,39,4880,4.152857612625719,421,1
EQ0741,154,2027,5.132837151902012,84,1
EQ0742,162,3904,6.696130465681988,316,1
EQ0743,118,3802,9.530044999568933,211,1
EQ0744,3,2456,6.206185132209381,2,1
EQ0745,123,4890,7.564142203677318,383,1
EQ0746,50,2435,5.3095275652044265,178,1
EQ0747,12,406,6.523988298075148,341,1
EQ0748,54,3765,1.1738560532708475,302,1
EQ0749,133,2089,2.9167200179975463,451,1
EQ0750,57,761,3.9376043854488176,475,1
EQ0751,145,4744,4.988686872561879,331,1
EQ0752,112,411,0.9336630822726455,37,1
EQ0753,47,3020,1.830228926756518,498,1
EQ0754,151,1182,3.129735924017405,419,1
EQ0755,85,3071,9.729560563559982,238,1
EQ0756,142,854,3.647796567478982,168,1
EQ0757,66,4230,5.079390052064784,452,1
EQ0758,75,4640,2.362928271014733,396,1
EQ0759,179,452,6.302410675219798,342,1
EQ0760,103,1002,3.166490547401756,313,1
EQ0761,166,3988,2.4664294951650545,305,1
EQ0762,38,258,5.407439970236801,29,1
EQ0763,50,2077,0.5523050920239978,189,1
EQ0764,98,1056,0.5728083101676407,356,1
EQ0765,82,2171,2.581153686467649,24,1
EQ0766,30,503,0.8488529437578008,111,1
EQ0767,79,4711,1.5262446642415681,410,1
EQ0768,91,2879,3.71917616871814,434,1
EQ0769,179,1487,8.124563956008222,205,1
EQ0770,52,3553,5.934462112008358,184,1
EQ0771,166,1055,5.370343396585956,381,1
EQ0772,79,1812,3.2881438204771554,495,1
EQ0773,30,4803,9.351660334611756,378,1
EQ0774,106,1373,4.271642891753321,46,1
EQ0775,51,3911,1.3273812845598292,373,1
EQ0776,81,2725,6.362131903119112,227,1
EQ0777,133,2482,1.5814647380277134,38,1
EQ0778,29,1541,3.779619856616075,15,1
EQ0779,132,3079,5.320413417819184,21,1
EQ0780,138,1897,8.80511398450917,212,1
EQ0781,145,4490,5.1886925132311275,309,1
EQ0782,74,4109,7.17145827730081,148,1
EQ0783,17,4950,9.931759970491168,455,1
EQ0784,84,1494,1.7491466390308255,240,1
EQ0785,69,4381,3.1099494924354354,271,1
EQ0786,34,1369,4.248472718177641,58,1
EQ0787,6,4832,4.507367696118898,286,1
EQ0788,53,3814,4.404700215022684,425,1
EQ0789,126,629,9.122304524287271,201,1
EQ0790,43,3723,7.283310122435136,31,1
EQ0791,115,3058,6.2750995338616855,442,1
EQ0792,111,3014,3.4390408196964297,161,1
EQ0793,151,4989,8.326008650102299,254,1
EQ0794,80,3691,9.573074859107395,253,1
EQ0795,95,2247,8.301383684227151,8,1
EQ0796,118,4673,0.5148684993189926,464,1
EQ0797,144,3469,6.5458130167423665,138,1
EQ0798,8,1039,0.9857861236999569,479,1
EQ0799,132,625,2.9472685931703575,9,1
EQ0800,104,101,1.0654846533038311,213,1
EQ0801,132,474,6.236056803019183,272,1
EQ0802,25,2440,7.022604178179765,323,1
EQ0803,96,4105,1.5876325616260987,47,1
EQ0804,155,3152,4.146469388927305,435,1
EQ0805,93,4748,4.834246835077649,110,1
EQ0806,160,2465,4.006003706728707,152,1
EQ0807,178,1625,1.6497375046093339,122,1
EQ0808,61,4576,4.480004006781016,404,1
EQ0809,122,1746,7.636191454179972,356,1
EQ0810,51,113,1.174572813065927,101,1
EQ0811,147,4699,1.2617101337780827,240,1
EQ0812,21,2378,3.87032727244185,320,1
EQ0813,5,3255,9.446394260379789,190,1
EQ0814,92,229,6.851440143867683,216,1
EQ0815,170,3914,6.947364588389366,50,1
EQ0816,61,3316,3.938239912959717,291,1
EQ0817,22,3038,6.139777516481115,80,1
EQ0818,149,4028,0.5962462482635621,488,1
EQ0819,70,2140,6.542912440890651,382,1
EQ0820,1,127,9.17622600197425,87,1
EQ0821,133,2213,6.319447949275782,193,1
EQ0822,12,1352,8.800136637930278,103,1
EQ0823,90,4456,7.377744026927891,270,1
EQ0824,46,2146,1.6453049558350574,95,1
EQ0825,34,4655,9.073306419215497,422,1
EQ0826,177,4123,1.1312165213798613,378,1
EQ0827,78,4496,5.572690989203756,197,1
EQ0828,45,3474,1.8503026760378478,0,1
EQ0829,155,3566,0.6112128019435886,494,1
EQ0830,73,3181,4.509325471212571,406,1
EQ0831,26,3878,3.3028867227144842,377,1
EQ0832,47,729,5.117004691077229,166,1
EQ0833,121,369,5.983398923978233,125,1
EQ0834,56,2739,0.915521186935,312,1
EQ0835,94,2093,1.6685313036755836,80,1
EQ0836,107,2991,5.807102766279041,417,1
EQ0837,63,3532,3.760089855140253,250,1
EQ0838,48,1380,7.427148131719756,168,1
EQ0839,61,2460,6.696770661623427,476,1
EQ0840,81,675,8.533241448404114,72,1
EQ0841,26,1407,7.07868185335764,140,1
EQ0842,36,3292,4.584345235206407,69,1
EQ0843,1,3278,6.893182912747108,261,1
EQ0844,8,2834,3.116121155426476,339,1
EQ0845,113,2312,3.4099782383930206,307,1
EQ0846,99,2452,7.995359019247537,244,1
EQ0847,47,3668,4.740985405815031,2,1
EQ0848,127,1755,8.084613234924348,336,1
EQ0849,56,1679,8.313012549848645,62,1
EQ0850,14,2303,8.646842207782196,48,1
EQ0851,28,1490,9.20803474049147,75,1
EQ0852,78,1842,4.594359594876314,367,1
EQ0853,130,2025,3.5292347740508188,174,1
EQ0854,109,719,6.030888092644082,108,1
EQ0855,154,1374,4.026138022657462,182,1
EQ0856,14,1056,6.210204584602213,191,1
EQ0857,56,2039,7.203065695116334,64,1
EQ0858,115,4053,7.039847675675301,336,1
EQ0859,7,2481,4.058252426691153,450,1
EQ0860,3,1068,2.085171916138152,473,1
EQ0861,111,1416,4.590028715390972,270,1
EQ0862,151,1143,1.8546443687781329,99,1
EQ0863,107,381,8.95592183424618,31,1
EQ0864,18,2944,3.7858358770096454,351,1
EQ0865,38,1158,1.967367598621576,127,1
EQ0866,115,4393,0.7417537191046333,451,1
EQ0867,15,2632,6.635312669721601,401,1
EQ0868,119,3928,6.550572015820061,368,1
EQ0869,28,1108,3.735739582522271,338,1
EQ0870,39,1329,1.1812629440526845,42,1
EQ0871,17,1135,4.391474501504704,371,1
EQ0872,86,4685,3.456566203102239,418,1
EQ0873,126,375,6.932646077482589,487,1
EQ0874,44,2840,6.254902869800558,77,1
EQ0875,25,2389,3.96364041787663,313,1
EQ0876,145,1339,2.569979265422406,288,1
EQ0877,13,225,9.886341678478123,269,1
EQ0878,25,4165,4.813015401363091,161,1
EQ0879,68,4412,7.038605239912252,188,1
EQ0880,138,3968,1.8352531919944273,246,1
EQ0881,67,1308,5.113102146764279,387,1
EQ0882,109,3349,0.7615988387599222,215,1
EQ0883,146,1018,5.301823620149275,314,1
EQ0884,111,4023,9.658165367618173,412,1
EQ0885,111,4503,4.149963773365102,338,1
EQ0886,34,2069,0.8704621194616601,389,1
EQ0887,111,2893,0.7940800137337636,376,1
EQ0888,8,991,4.18587421949526,480,1
EQ0889,168,4570,2.0202368964003434,432,1
EQ0890,113,2133,0.7218449151177662,167,1
EQ0891,83,1464,7.68402933252668,338,1
EQ0892,42,228,4.855968584377962,192,1
EQ0893,169,1114,3.247825333740218,452,1
EQ0894,101,1899,9.050790238656568,282,1
EQ0895,6,4712,1.6033201219049933,335,1
EQ0896,26,1618,9.581228875075533,389,1
EQ0897,64,4281,3.482683815084852,487,1
EQ0898,59,1298,8.939834886932472,12,1
EQ0899,109,3973,6.227957326554884,239,1
EQ0900,121,2574,8.353719917544131,319,1
EQ0901,33,3585,9.84812505049941,445,1
EQ0902,150,4149,3.2398516592780844,482,1
EQ0903,21,3819,9.630787111372133,146,1
EQ0904,70,402,4.200078001572994,203,1
EQ0905,112,4052,4.162363095000762,79,1
EQ0906,4,4783,3.7336774904178043,378,1
EQ0907,94,1086,5.643372269802059,42,1
EQ0908,75,1963,1.9643779101956274,457,1
EQ0909,62,4540,5.7602591109011065,88,1
EQ0910,94,3172,5.646195717895038,147,1
EQ0911,95,3224,7.738067219746265,94,1
EQ0912,152,1427,8.419674638407063,451,1
EQ0913,55,2508,4.684192827968029,427,1
EQ0914,137,3773,3.3721658688391907,150,1
EQ0915,131,3391,2.9636815245123973,1,1
EQ0916,31,4133,2.3489264486962833,375,1
EQ0917,40,803,1.0476520308907364,21,1
EQ0918,36,674,3.753255798929777,370,1
EQ0919,152,3332,3.067353075242441,312,1
EQ0920,6,4883,9.68096516573087,484,1
EQ0921,66,2732,5.798233849375417,327,1
EQ0922,75,3928,3.7991318707898216,6,1
EQ0923,4,3330,6.014442209440112,205,1
EQ0924,79,588,1.8223686627841074,439,1
EQ0925,134,1447,4.718415617420928,374,1
EQ0926,118,3781,6.449226053500106,450,1
EQ0927,113,3273,5.144529402028288,113,1
EQ0928,94,4689,4.31689860621608,271,1
EQ0929,179,1767,9.941559694547133,82,1
EQ0930,62,1737,8.862990240414806,178,1
EQ0931,79,4214,6.422356602514681,209,1
EQ0932,136,3653,5.909084931231686,499,1
EQ0933,26,1100,6.396274558333548,463,1
EQ0934,179,950,2.412465024313116,327,1
EQ0935,173,1488,4.253808561011027,123,1
EQ0936,44,3812,0.8748655624635435,480,1
EQ0937,133,1467,5.017687356124854,112,1
EQ0938,70,921,5.6587335475978,11,1
EQ0939,154,554,2.6636224929804913,125,1
EQ0940,118,1724,9.65827404807238,52,1
EQ0941,68,2872,9.139818803903799,330,1
EQ0942,19,3826,7.3603607368311055,388,1
EQ0943,20,3247,5.567172973270944,282,1
EQ0944,113,4189,8.764707016653007,139,1
EQ0945,140,4906,1.7411972663228976,400,1
EQ0946,47,2290,8.009843045611408,389,1
EQ0947,1,1016,1.6857977326850588,96,1
EQ0948,90,4086,8.04500129421935,4,1
EQ0949,142,2975,3.119791898387891,56,1
EQ0950,64,1540,8.832360519672795,411,1
EQ0951,38,4500,9.46839989134128,333,1
EQ0952,37,835,1.9135617093485986,68,1
EQ0953,126,3668,4.8954182481212385,117,1
EQ0954,139,3438,9.819380092545508,375,1
EQ0955,100,3115,5.092370641744893,58,1
EQ0956,77,2989,8.703701463888178,32,1
EQ0957,3,1061,6.092949460247539,317,1
EQ0958,161,3089,4.065634125236217,49,1
EQ0959,134,3948,3.2149437774957668,367,1
EQ0960,178,1126,2.430619365317829,488,1
EQ0961,10,3965,7.7370828180881235,18,1
EQ0962,5,2963,4.172134814818765,213,1
EQ0963,151,2601,5.357116890907136,196,1
EQ0964,138,2047,5.177092060011228,378,1
EQ0965,172,1277,5.9841507777147465,449,1
EQ0966,130,4860,8.722982883433247,477,1
EQ0967,13,111,9.81702376404258,46,1
EQ0968,168,4499,4.37204998145126,166,1
EQ0969,130,3464,8.36142976000988,451,1
EQ0970,84,3122,7.763014049219818,288,1
EQ0971,65,3471,5.948525038827946,140,1
EQ0972,63,2930,9.582447864313364,83,1
EQ0973,101,142,2.404507897519826,181,1
EQ0974,73,1043,1.5380099979414035,390,1
EQ0975,17,2490,8.61263868607651,78,1
EQ0976,9,2645,4.671923258020609,214,1
EQ0977,143,2511,8.546204114967075,13,1
EQ0978,152,1104,8.984356949356442,214,1
EQ0979,38,120,1.0933471393811787,402,1
EQ0980,163,506,8.892915248367576,127,1
EQ0981,94,1114,4.75903102600951,309,1
EQ0982,95,4531,5.349108645540206,476,1
EQ0983,49,1938,6.452628855385497,247,1
EQ0984,69,3288,9.300634763935824,403,1
EQ0985,62,814,0.6816028970827583,28,1
EQ0986,178,4246,5.030012949019262,279,1
EQ0987,78,3954,7.033359403090326,337,1
EQ0988,117,4519,7.36571609813317,318,1
EQ0989,120,4984,7.079058099602526,201,1
EQ0990,137,240,1.7771337293771576,360,1
EQ0991,162,4665,3.344258089530972,56,1
EQ0992,76,4982,3.907797491461628,391,1
EQ0993,35,1063,8.142153472955297,217,1
EQ0994,1,472,3.1482187879382537,61,1
EQ0995,40,3735,2.5016971567384303,156,1
EQ0996,64,2641,9.595756180861914,201,1
EQ0997,150,3710,0.5842012085779545,16,1
EQ0998,60,1792,9.979298128978792,321,1
EQ0999,64,205,6.929802339145258,5,1
